text,label
"I have sore throat, headache, weight gain, muscle pain, fatigue, diarrhea, dizziness.",Anemia
"I have joint pain, runny nose, sweating, back pain, insomnia, abdominal pain, vomiting.",Arthritis
"I have diarrhea, shortness of breath, swelling, muscle pain, appetite loss.",Anxiety
"I have blurred vision, runny nose, headache, joint pain.",Epilepsy
"I have abdominal pain, depression, rash, sneezing, blurred vision.",Sinusitis
"I have cough, abdominal pain, swelling, sneezing, back pain, fever, depression.",Ulcer
"I have fever, swelling, diarrhea, depression.",Sinusitis
"I have sneezing, depression, runny nose, diarrhea, fatigue, appetite loss, vomiting.",Pneumonia
"I have weight loss, sneezing, muscle pain, swelling, diarrhea.",Epilepsy
"I have swelling, cough, chest pain.",Bronchitis
"I have weight loss, tremors, blurred vision, nausea.",Ulcer
"I have cough, headache, muscle pain, joint pain, weight gain, insomnia.",Hypertension
"I have appetite loss, muscle pain, insomnia, tremors, back pain.",Bronchitis
"I have depression, rash, sneezing, muscle pain, back pain.",Heart Disease
"I have sneezing, cough, appetite loss, back pain.",Dermatitis
"I have shortness of breath, cough, vomiting, swelling, dizziness, headache, muscle pain.",Gastritis
"I have muscle pain, abdominal pain, headache, weight loss, tremors, anxiety, swelling.",Dermatitis
"I have anxiety, appetite loss, diarrhea.",Ulcer
"I have fatigue, nausea, sore throat, weight gain, swelling, back pain.",Pneumonia
"I have headache, sore throat, muscle pain.",Hypertension
"I have appetite loss, insomnia, diarrhea, muscle pain, vomiting, blurred vision, anxiety.",Arthritis
"I have rash, muscle pain, fatigue, anxiety.",Chronic Kidney Disease
"I have rash, joint pain, vomiting, weight gain, shortness of breath, insomnia, weight loss.",Asthma
"I have fever, weight loss, abdominal pain.",Dermatitis
"I have weight loss, dizziness, rash, appetite loss, blurred vision.",Epilepsy
"I have runny nose, appetite loss, depression, nausea, dizziness, weight gain, muscle pain.",Pneumonia
"I have shortness of breath, cough, abdominal pain, sneezing, nausea.",Liver Disease
"I have sweating, rash, cough, swelling, anxiety, shortness of breath, appetite loss.",Influenza
"I have weight loss, rash, abdominal pain.",Arthritis
"I have sneezing, cough, weight loss, fatigue.",Parkinson'S
"I have vomiting, dizziness, appetite loss, blurred vision, weight loss, fatigue.",Diabetes
"I have tremors, headache, diarrhea, anxiety.",Migraine
"I have fever, back pain, rash, insomnia, appetite loss, sneezing.",Common Cold
"I have shortness of breath, weight loss, depression.",Arthritis
"I have anxiety, rash, back pain, chest pain.",Migraine
"I have appetite loss, nausea, shortness of breath, dizziness, back pain.",Heart Disease
"I have weight loss, vomiting, appetite loss, sweating, weight gain.",Dermatitis
"I have abdominal pain, depression, dizziness, weight gain, joint pain, diarrhea, shortness of breath.",Chronic Kidney Disease
"I have cough, back pain, nausea, sneezing, sweating, sore throat, diarrhea.",Common Cold
"I have joint pain, fatigue, weight gain.",Pneumonia
"I have headache, fatigue, nausea.",Anemia
"I have vomiting, abdominal pain, muscle pain, weight loss, runny nose.",Obesity
"I have nausea, weight loss, weight gain.",Dementia
"I have diarrhea, abdominal pain, sneezing.",Obesity
"I have tremors, weight loss, cough, anxiety, sore throat, diarrhea.",Allergy
"I have vomiting, chest pain, weight gain, shortness of breath.",Parkinson'S
"I have vomiting, shortness of breath, fever, dizziness, appetite loss, depression.",Thyroid Disorder
"I have runny nose, tremors, vomiting, back pain, abdominal pain, chest pain, sneezing.",Arthritis
"I have sneezing, blurred vision, weight gain, anxiety, fatigue, nausea, sore throat.",Arthritis
"I have headache, insomnia, anxiety, sweating.",Pneumonia
"I have weight loss, nausea, blurred vision, back pain.",Migraine
"I have diarrhea, insomnia, depression, sweating, abdominal pain, shortness of breath, headache.",Pneumonia
"I have shortness of breath, tremors, anxiety, appetite loss, sweating.",Dermatitis
"I have vomiting, weight loss, sweating, nausea, abdominal pain, insomnia.",Sinusitis
"I have abdominal pain, dizziness, cough, sore throat, vomiting.",Epilepsy
"I have appetite loss, muscle pain, cough, chest pain, rash, joint pain, weight gain.",Bronchitis
"I have tremors, chest pain, swelling, shortness of breath, fever, joint pain, cough.",Parkinson'S
"I have sneezing, cough, swelling, tremors, rash.",Depression
"I have headache, dizziness, shortness of breath, cough, tremors.",Anxiety
"I have headache, nausea, swelling.",Covid-19
"I have runny nose, nausea, joint pain, abdominal pain, blurred vision, headache.",Food Poisoning
"I have sneezing, diarrhea, weight gain, nausea, depression.",Thyroid Disorder
"I have rash, sore throat, appetite loss, muscle pain, diarrhea, dizziness, sneezing.",Hypertension
"I have chest pain, anxiety, sore throat, weight gain, sweating.",Obesity
"I have dizziness, fever, blurred vision.",Bronchitis
"I have vomiting, appetite loss, fatigue, weight loss, diarrhea, joint pain.",Ibs
"I have sneezing, anxiety, headache, shortness of breath.",Obesity
"I have cough, fever, headache, nausea, sweating, insomnia, anxiety.",Liver Disease
"I have weight loss, sore throat, abdominal pain, sweating, shortness of breath, weight gain, joint pain.",Dermatitis
"I have runny nose, diarrhea, anxiety, joint pain, fatigue, cough.",Dementia
"I have dizziness, swelling, cough.",Migraine
"I have rash, anxiety, depression, sweating.",Hypertension
"I have weight gain, sore throat, back pain.",Hypertension
"I have tremors, depression, rash, sore throat.",Depression
"I have back pain, headache, sneezing, appetite loss, abdominal pain, insomnia, blurred vision.",Liver Disease
"I have sneezing, runny nose, weight loss, weight gain, sweating.",Hypertension
"I have anxiety, rash, sweating, depression.",Epilepsy
"I have vomiting, insomnia, rash, blurred vision, weight loss.",Depression
"I have back pain, blurred vision, headache, weight loss, weight gain, chest pain.",Anemia
"I have runny nose, weight gain, appetite loss, shortness of breath, dizziness.",Pneumonia
"I have appetite loss, fever, blurred vision, headache.",Arthritis
"I have fever, chest pain, fatigue, vomiting.",Pneumonia
"I have cough, insomnia, weight gain, abdominal pain, nausea, depression.",Arthritis
"I have nausea, muscle pain, cough, appetite loss, fatigue.",Heart Disease
"I have appetite loss, depression, tremors, muscle pain, shortness of breath, fatigue.",Sinusitis
"I have joint pain, anxiety, headache, sneezing, fever, blurred vision, rash.",Pneumonia
"I have weight loss, depression, cough, headache, appetite loss.",Sinusitis
"I have appetite loss, headache, dizziness, diarrhea, tremors.",Common Cold
"I have insomnia, nausea, sneezing.",Migraine
"I have swelling, back pain, weight loss, sneezing, headache, abdominal pain, fever.",Parkinson'S
"I have sore throat, back pain, rash, appetite loss, runny nose, sweating.",Arthritis
"I have anxiety, fatigue, chest pain, dizziness, vomiting.",Ibs
"I have abdominal pain, chest pain, back pain, blurred vision, swelling, nausea.",Food Poisoning
"I have insomnia, sweating, muscle pain, sneezing, anxiety, swelling, shortness of breath.",Sinusitis
"I have anxiety, sneezing, abdominal pain, headache, cough.",Hypertension
"I have joint pain, shortness of breath, fever, depression, back pain, appetite loss, tremors.",Anemia
"I have abdominal pain, fever, muscle pain, swelling, headache.",Food Poisoning
"I have joint pain, insomnia, shortness of breath, back pain, weight loss, anxiety.",Bronchitis
"I have headache, insomnia, appetite loss, dizziness, diarrhea, depression, fever.",Gastritis
"I have chest pain, sweating, weight gain, fatigue, back pain, shortness of breath.",Stroke
"I have headache, tremors, cough, rash, appetite loss, fatigue.",Dementia
"I have weight gain, fever, appetite loss, shortness of breath, dizziness, cough, insomnia.",Dementia
"I have back pain, sore throat, muscle pain, fever, appetite loss, vomiting, tremors.",Food Poisoning
"I have appetite loss, insomnia, anxiety, fever.",Bronchitis
"I have shortness of breath, sneezing, appetite loss, joint pain.",Hypertension
"I have weight loss, rash, vomiting, headache, fatigue, blurred vision.",Parkinson'S
"I have headache, weight loss, swelling.",Bronchitis
"I have headache, vomiting, cough, appetite loss, runny nose, sore throat, muscle pain.",Anxiety
"I have sweating, fatigue, weight loss, rash, blurred vision, weight gain.",Tuberculosis
"I have rash, sweating, tremors, headache.",Epilepsy
"I have weight gain, abdominal pain, depression, dizziness, blurred vision.",Parkinson'S
"I have insomnia, cough, fever, tremors, fatigue, anxiety, weight gain.",Dermatitis
"I have appetite loss, dizziness, rash, nausea.",Migraine
"I have tremors, anxiety, sneezing, swelling, vomiting, shortness of breath, weight loss.",Allergy
"I have diarrhea, weight loss, fatigue.",Heart Disease
"I have joint pain, appetite loss, headache, sore throat, weight gain, insomnia.",Stroke
"I have swelling, sneezing, shortness of breath, chest pain, abdominal pain.",Common Cold
"I have depression, weight gain, sweating, cough, joint pain, abdominal pain, nausea.",Dermatitis
"I have weight loss, rash, fatigue, blurred vision, anxiety.",Epilepsy
"I have joint pain, anxiety, weight gain, tremors, fatigue.",Asthma
"I have shortness of breath, depression, sore throat, chest pain.",Ibs
"I have weight gain, chest pain, cough, sweating, abdominal pain, sneezing, back pain.",Depression
"I have cough, chest pain, rash, back pain, abdominal pain, shortness of breath.",Diabetes
"I have appetite loss, chest pain, swelling, sweating, back pain, shortness of breath.",Gastritis
"I have joint pain, nausea, diarrhea.",Migraine
"I have tremors, sore throat, abdominal pain, back pain, blurred vision.",Anxiety
"I have fever, tremors, rash, runny nose.",Food Poisoning
"I have weight loss, vomiting, dizziness, sore throat, headache, fever.",Epilepsy
"I have chest pain, appetite loss, dizziness, weight loss, insomnia, vomiting, swelling.",Gastritis
"I have weight gain, appetite loss, weight loss, swelling, runny nose, back pain, dizziness.",Asthma
"I have diarrhea, runny nose, vomiting, nausea, joint pain.",Dermatitis
"I have swelling, back pain, sneezing.",Tuberculosis
"I have tremors, runny nose, swelling, vomiting, weight gain, headache.",Depression
"I have diarrhea, cough, weight loss.",Depression
"I have abdominal pain, fatigue, weight loss.",Dermatitis
"I have weight gain, depression, runny nose.",Covid-19
"I have swelling, weight gain, sneezing, fever, cough.",Influenza
"I have insomnia, dizziness, sore throat.",Obesity
"I have weight gain, blurred vision, sweating.",Obesity
"I have nausea, insomnia, shortness of breath, tremors.",Migraine
"I have depression, runny nose, blurred vision, vomiting, shortness of breath.",Stroke
"I have joint pain, cough, swelling, chest pain, abdominal pain, anxiety.",Liver Disease
"I have headache, weight gain, sneezing, rash, diarrhea.",Influenza
"I have sneezing, back pain, shortness of breath, fatigue, rash, headache, fever.",Chronic Kidney Disease
"I have anxiety, appetite loss, chest pain, fever.",Stroke
"I have joint pain, fatigue, blurred vision, vomiting.",Influenza
"I have muscle pain, nausea, swelling, chest pain.",Heart Disease
"I have depression, appetite loss, runny nose.",Migraine
"I have tremors, blurred vision, sore throat, vomiting, headache.",Thyroid Disorder
"I have weight gain, diarrhea, muscle pain, dizziness, depression, fever, cough.",Stroke
"I have fatigue, weight gain, depression, weight loss, abdominal pain.",Dermatitis
"I have chest pain, depression, shortness of breath, runny nose, muscle pain, vomiting, blurred vision.",Tuberculosis
"I have headache, diarrhea, depression, nausea, tremors, anxiety.",Heart Disease
"I have joint pain, rash, back pain, weight loss, fever, sneezing, insomnia.",Stroke
"I have weight loss, anxiety, diarrhea, swelling.",Dermatitis
"I have vomiting, runny nose, fatigue, tremors, weight loss, abdominal pain.",Food Poisoning
"I have sweating, tremors, nausea, rash.",Tuberculosis
"I have cough, shortness of breath, diarrhea.",Tuberculosis
"I have weight gain, weight loss, diarrhea, tremors, fatigue, sweating, sneezing.",Parkinson'S
"I have sweating, weight loss, nausea, dizziness, vomiting.",Bronchitis
"I have sore throat, anxiety, tremors.",Diabetes
"I have diarrhea, blurred vision, back pain, tremors, nausea, weight loss, dizziness.",Migraine
"I have nausea, dizziness, weight gain.",Diabetes
"I have abdominal pain, fatigue, tremors.",Obesity
"I have headache, swelling, nausea, cough, weight gain, chest pain.",Pneumonia
"I have abdominal pain, weight gain, anxiety, appetite loss, vomiting, muscle pain.",Epilepsy
"I have cough, abdominal pain, blurred vision.",Ulcer
"I have swelling, rash, shortness of breath, nausea, weight loss.",Obesity
"I have tremors, chest pain, diarrhea, fever, dizziness.",Allergy
"I have fatigue, vomiting, fever, diarrhea, sneezing, dizziness.",Chronic Kidney Disease
"I have swelling, back pain, vomiting, chest pain.",Parkinson'S
"I have abdominal pain, appetite loss, sweating, blurred vision, muscle pain, dizziness, sore throat.",Obesity
"I have weight loss, back pain, rash, insomnia, cough, blurred vision.",Heart Disease
"I have nausea, diarrhea, fever, swelling.",Dementia
"I have vomiting, joint pain, sore throat, shortness of breath, dizziness.",Sinusitis
"I have sore throat, fever, cough.",Obesity
"I have swelling, muscle pain, fatigue, nausea, blurred vision.",Dermatitis
"I have insomnia, diarrhea, depression, weight loss, back pain, chest pain.",Epilepsy
"I have headache, back pain, sweating, sore throat, abdominal pain, runny nose, cough.",Epilepsy
"I have sweating, swelling, fatigue.",Anemia
"I have back pain, shortness of breath, depression, sore throat.",Common Cold
